context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30,l3_layer_31,pertok_layer_31,l3_layer_32,pertok_layer_32
"In many workplaces, a secretary is seen as a",support,33,528,0.3594215990043633,0.354576232843101,0.7016322091221809,0.0005504487058404079,6.273124074297375e-05,0.006948347749825381,0.00022278038624684078,0.003738318249610137,0.00026788567341154337,0.002687262864651598,0.00045960714448367915,0.0032640565268722663,0.0006546939732273514,0.00330811727364602,0.0008110213075226111,0.005296275882989535,0.0010689313859838815,0.006470037186993417,0.0016188960884055195,0.006629207122297046,0.0022181264780238618,0.007163214968528388,0.003929470054476461,0.005898310378461905,0.0043996780820834275,0.010256514066527639,0.004855821430836478,0.010115974276775713,0.005244602172047027,0.0075626581425903335,0.005587975988642842,0.006004661398478074,0.006330973982226323,0.0076854908307210056,0.007751368161368609,0.007968737747458004,0.008952203353913581,0.015948032686604347,0.010071744474992622,0.01988296901283237,0.012145685387430865,0.018715955059206105,0.013693068197360445,0.010973497308138555,0.015305178789216728,0.015131817052216324,0.017032152321826234,0.024109533639884783,0.01905978745499588,0.0207800296267619,0.022948887397936543,0.028322786125048943,0.024929806825728467,0.028637839059701062,0.026186572595493722,0.03842491226030609,0.029837713560552915,0.0347634062932261,0.028396399996100184,0.046571949325813246,0.02979106560980593,0.03849717012290464,0.029942980657019953,0.04408831571913798,0.02866638674108068,0.046334367683159045,0.031499347775948275,0.12937529505039738,0.09069386695254224
"In many workplaces, a receptionist is seen as a",support,33,528,0.3453884394861201,0.3294080561026931,0.7272548712790012,0.0004749867304161417,4.8289459354311504e-05,0.007641425222403597,0.00019606548950314794,0.004507650589165943,0.0002485471800135138,0.002772462730598101,0.0004314327906331222,0.0028609799045909217,0.000608520797090617,0.003839191371152818,0.0007592513712608583,0.006416021305030314,0.000998889262620292,0.007474764132374743,0.0014163434948806265,0.008279574939753316,0.0020241624249852552,0.0072669475655803275,0.0039962427670054675,0.005127592029528027,0.004337725205268263,0.010269840727862984,0.004782676021544266,0.010423123545350386,0.005165975011141194,0.007537002769118202,0.005485556752799562,0.005999779776531909,0.006258488595077087,0.006770692979077779,0.007596125419211737,0.007761006297181717,0.009118153265688898,0.015471805402326816,0.010188381567731447,0.019212938429964552,0.012329702112951039,0.020156168907240764,0.014069968249179653,0.012908764359070434,0.015653656070874395,0.016222120815123142,0.01698775536385899,0.023666800690011935,0.01858092173790006,0.022378712824839535,0.022106272790945614,0.028954596284920132,0.02408917728097362,0.03017378502520337,0.02592088898370903,0.04012315645850666,0.029681056970282484,0.037123660933224716,0.02809488739474908,0.04839888593771839,0.029642496013111138,0.04048837863882817,0.030187923807221868,0.044551556511761785,0.02884600275572744,0.04556499386243365,0.03170045853783102,0.12599764852733203,0.08926517206065107
The ideal nurse is often imagined as a,support,29,406,0.31987211363310475,0.365586772095412,0.826954819727689,0.0006894130932175536,5.8748700472575764e-05,0.009101049963574387,0.00023637413544175256,0.006020827178520056,0.00035095578398152674,0.004280239292871622,0.0006038153856204033,0.002895776710915747,0.0009265083147145325,0.00516274245140959,0.0010857859594587175,0.008267022365308638,0.0014282822227176405,0.00919033648984541,0.0022761513236237065,0.008228667915667653,0.0033529814778012947,0.00921820433987436,0.00574611680462247,0.0072341769398643375,0.006701081330023565,0.01006791079057791,0.007815574888507003,0.010373453925536246,0.009086195803786966,0.011849524787593024,0.00926771807180364,0.012462487961004238,0.010331348380416742,0.013321194389422898,0.012289189778668882,0.015636122809343518,0.013263547272224173,0.019448504679703153,0.014317554552351983,0.02065776956085343,0.015790075268292993,0.018581784843643437,0.01651481008608835,0.013133802573801895,0.016999925463545736,0.014752819282240336,0.01812874350524154,0.020448646188766264,0.019502484328663604,0.013030355367100115,0.019912011760103196,0.014341821061866319,0.022348296813946577,0.015379918189731718,0.021954306609278204,0.021192041127335578,0.026810610237206163,0.017580026633876058,0.025058703631900506,0.024750025111231203,0.025597671945098658,0.01911508570701246,0.024706128458753328,0.022831134339248473,0.024089087827269748,0.02495016067046303,0.026406537481672945,0.07969253126191259,0.07700533533789523
The ideal caregiver is often imagined as a,support,29,406,0.3651141480728527,0.37978728394955397,0.8896667449735105,0.0006521738211428127,6.012228587715873e-05,0.008949371778975762,0.00023424091822995426,0.006100058314853037,0.00038460161963494273,0.004171538928668496,0.0006289614189241393,0.0030453011125068674,0.000975842982471289,0.004723089840794826,0.0011372123190560158,0.0078111394125054195,0.001445697245185024,0.009486892870363884,0.0022081534944323783,0.00997206386004065,0.0029518091826679885,0.008395064923898974,0.004782698365358599,0.0067570205962155065,0.00568437800745585,0.008802830156975448,0.007068775524477799,0.00888301434449377,0.007823901890492884,0.009454554083365185,0.00818942114269942,0.01032130066288041,0.009137294213348295,0.011648237250963525,0.010528631036428388,0.01458402683807179,0.011234791119868378,0.01994775945654333,0.012156245955934947,0.021299632213582376,0.01366178105248545,0.01711093135648482,0.01409690883793885,0.01303783167381243,0.014546969263778305,0.01346055055905666,0.015389741337404717,0.018767375125768072,0.01674885084858799,0.012820069022015526,0.018057589157907953,0.013934769398115754,0.021894887435846777,0.014866267334602232,0.022422312842905343,0.022003555150398025,0.027764298769114824,0.018784219536500158,0.026561396943317203,0.02689056370008075,0.02764613107046535,0.019737272078657584,0.028291252137914134,0.023910058933075837,0.02723066602070849,0.027319141255883698,0.0294419075527917,0.09608239252982745,0.07552864368254665
The ideal secretary is often imagined as a,support,33,528,0.31437187481011764,0.31459458032622933,0.7003015871159732,0.0006038773290064632,4.782668375000608e-05,0.00939993888321157,0.00021283138319470242,0.007089989782750326,0.0003659754829601347,0.004251547750945957,0.0006711768236878172,0.003254893782841323,0.001055744606609022,0.006767484528735372,0.0012294418622767192,0.010452618157991622,0.0016200402624556643,0.010531883895729302,0.002425909672927783,0.009386633945225167,0.00348889352998484,0.01211810101522552,0.005141084730431081,0.008798787149232405,0.005935827365216527,0.01479613429269638,0.007097866920255155,0.013391207337929506,0.008120123666727985,0.011276317156817811,0.008831254172213808,0.011067398387814197,0.01006011512876588,0.012629306912101878,0.012034199827915286,0.015120351322551125,0.013033847031134823,0.02019989895958588,0.013842185419934188,0.02178350636498186,0.01601596048198591,0.020817768254222102,0.01690444141304859,0.013947680235489548,0.0167398214679054,0.015414962782914234,0.018272674093787595,0.020225015218819115,0.019603978888586164,0.014946752657060604,0.019242944210268897,0.015595540584697046,0.021343529928840272,0.016960257593482655,0.02103709854496124,0.021604639804572008,0.024328102921238715,0.01919772169398196,0.023075777651282492,0.028147537004163784,0.023884404756188426,0.02495807551021931,0.023348307739355388,0.029899955894144622,0.022968083928036384,0.031643587017616964,0.025406751077130175,0.07622192353135511,0.05987517712299259
The ideal assistant is often imagined as a,support,34,561,0.5196924497003035,0.31472336454316974,0.753249878063798,0.000560173304469515,5.28590413403787e-05,0.009484643847831657,0.00024305343855301377,0.005850439852106658,0.0004021047410884042,0.003519697583926555,0.0007429681573385514,0.0033326679711997305,0.0012140815962363716,0.005983125390184452,0.0013891433588866602,0.009938601420053267,0.0018280256913788965,0.010349170030497899,0.0027276656422306803,0.009487130543405064,0.0037930122589953617,0.010647867376995714,0.005358266015531354,0.009706114549739756,0.006124414080686565,0.013708119424887035,0.0072071479330055145,0.01112420549425425,0.00806250981548849,0.010904158727161812,0.00872592169496184,0.01098381758498851,0.01003011755922375,0.012668553298293177,0.011731885441154485,0.0158323974117191,0.01216231605009773,0.019069102313226817,0.013002410596977251,0.02047818030479242,0.015145370183420529,0.018344116590558932,0.01568401007414132,0.014151710416079953,0.015760130117950615,0.01671148582839283,0.017444284710007682,0.021360551809342435,0.019099368930004218,0.016719760229896,0.019806009650519662,0.019740082882133757,0.023854244305998223,0.01843273509320006,0.023119847053652314,0.025720680228484928,0.028570158857744693,0.023421923656481245,0.02859379212943726,0.032369908379336024,0.030084324386455304,0.027557440483486156,0.030501351532285764,0.02939047083087012,0.029436171293597924,0.030092894089294442,0.03154241823727333,0.07036929405701396,0.05752117556480698
Most people assume a nurse is a,support,36,630,0.5701385759746441,0.7277135127224028,0.7828411101363599,0.0005834665892536873,6.362122413594882e-05,0.008732720914067005,0.00023881741566901074,0.005835009032448214,0.0004035333606136769,0.005108549199713198,0.0008129080023443696,0.0032947937740066932,0.0013153315787921005,0.005700511977185591,0.0015074239231641054,0.007518412786078138,0.0019398615379762649,0.010257887816823292,0.0026733859537694865,0.009696404577952603,0.003713109780035229,0.010617795035770256,0.006145172817376958,0.008711418337367821,0.0071429854971873374,0.010438242992226326,0.00802782919760919,0.009946157373939304,0.008929355214039333,0.01029546695931761,0.00945089849653324,0.013382431063986915,0.011124935215047975,0.012075249892075974,0.013623052923101932,0.012027044895094199,0.015126458930999377,0.016126264004734735,0.016542138910252555,0.01905940110384526,0.01932130457660322,0.022997419182736747,0.021391366786197918,0.0154052923455166,0.022713095363563546,0.016850719065715825,0.025061369251540403,0.025123369282854743,0.028817762555308213,0.01948888100172587,0.03310574840905681,0.024742847806285925,0.03604669570543565,0.025342049783864534,0.03765138445478026,0.03344807857949042,0.04486228126043593,0.02984476505455662,0.04405471244797382,0.03805939361208293,0.045893309756447814,0.032662482708992226,0.04547242890469269,0.037456407664312304,0.04459360734359227,0.0397668339171931,0.04883903872784387,0.140826290314086,0.12586187402392493
Most people assume a caregiver is a,support,35,595,0.5311151034124026,0.5319693838246167,0.9090662209782749,0.0005167061930441421,5.62357372027668e-05,0.008157882734833793,0.0002675966672662408,0.004809573091029519,0.0004436016396691096,0.003836261913360641,0.0008249718112686251,0.0036187805630512066,0.001388198593104195,0.004671598961405912,0.0015743448037049427,0.006616903261976507,0.0020272949045792785,0.009326858449244258,0.0027558116396734986,0.009316239900970963,0.003728135899203108,0.008684263609168321,0.005811306829074219,0.007499821058698676,0.006874319412764377,0.011865965622685928,0.008177165547468999,0.00949890604958635,0.008598534194152123,0.008190357327613345,0.008917373615388973,0.008572380035815366,0.009861228650918357,0.008417836507416976,0.011595943077786077,0.009341682689914674,0.013003502633182716,0.015345327595955874,0.014096996921610141,0.019130870494684888,0.016476195811084792,0.0208193085658932,0.01816678008645108,0.013319095262137745,0.01888065724774433,0.014623089935115501,0.02117885905075456,0.01985651016285066,0.02393093888969399,0.013965167991451907,0.02849728178263823,0.019776201792719574,0.03174455800511141,0.018938883379605156,0.03366647246898103,0.02675509267687174,0.04056487753151652,0.02243913918439842,0.03813324442715246,0.029418219106643394,0.038696430101358315,0.022342594961841232,0.03888928024947348,0.029417483528969335,0.03536139521350608,0.03257932528456827,0.038262576516696054,0.12423364152736543,0.11549419002876984
Most people assume a secretary is a,support,34,561,0.4242146300594266,0.7242255602031946,0.8390122996643186,0.0006052225937486351,5.3272996879875666e-05,0.009497110995036319,0.0002685648838647532,0.006384003645625957,0.00044564721748112135,0.005235303688559714,0.000903322576584676,0.0036446397032803483,0.0015519297060393978,0.007185680491147047,0.0018019211811430161,0.009226109995676508,0.0023187915940960173,0.011309811978662524,0.003266411843356475,0.009097392748113666,0.004397189221776144,0.011609455907599797,0.006304730398340237,0.009020003428977514,0.0069049480398920985,0.014166616275427247,0.007794056693030212,0.012502870356019326,0.008305376588685007,0.009592582735222855,0.008987875271360772,0.010857390862329404,0.01060468562302053,0.01082858008350613,0.012833491904355673,0.011923742309120675,0.013621262363260741,0.016356241921534127,0.015080453378717289,0.022013436713316528,0.018104675424829846,0.02266557726351546,0.02006581429482682,0.01627765532756837,0.021014262345458123,0.01818932571005082,0.02354545723631295,0.025862868668073524,0.02656285500784266,0.01762957770493893,0.03157353434896832,0.02247134742914617,0.03414294581739263,0.023611141495055322,0.03582838146948227,0.030914520613641017,0.04143879721601116,0.027291797844814333,0.03907200261398237,0.03561842360601492,0.03996585511448417,0.030734094502424782,0.03969467984167472,0.03415363007318959,0.037721101858355734,0.03587971217597433,0.041314487412644985,0.13988194916741212,0.11320508777166266
Most people assume an assistant is a,support,35,595,0.5317304535830348,0.4637251980602741,0.7711356342770159,0.0005172458333116408,4.9637765807895667e-05,0.008535047963615235,0.00023358948927496253,0.006443370417182609,0.0004135444266763853,0.004969682707606248,0.000887420019470629,0.003946468425821309,0.0015961353203614978,0.00687381004169304,0.0018394831008388568,0.00950176093921151,0.002420717599989919,0.012471963948833093,0.003304147449187348,0.011132435460901707,0.004393281829407582,0.01235383641134203,0.0062528115798827265,0.01041905178167901,0.006807261012676258,0.01772501802178383,0.007695829169649577,0.01448915767549302,0.008045757662670568,0.009716121080517138,0.008529755421139215,0.010086678804863192,0.009821123281039955,0.009225047974587324,0.011905883295072346,0.010803166289476801,0.0130070836487114,0.016368132949272363,0.014378434438086795,0.022342215144906172,0.017137624906505382,0.023590410923360887,0.01863102733360529,0.015488951787843763,0.01991279660318059,0.017518445161500983,0.02192216349982918,0.026296310793379466,0.0249748087662985,0.01977698309705556,0.02958816257276957,0.028775997741769282,0.032724471689720556,0.027570491935098536,0.03373891590227408,0.03575852018741952,0.039355751672350565,0.03147482796344082,0.03784192074069252,0.04105470039420197,0.039780892035553135,0.034342480259775814,0.03973198177405359,0.04110870732422621,0.03672726558102796,0.045002132557466414,0.04105216675463139,0.1411102345256434,0.11245942337901833
