context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
A nurse is typically described as a,support,36,630,0.5030780854636939,0.5493578147143126,0.9332890367368236,0.5789815599709982,0.9369035736999649,0.000975343942918286,7.64154296690251e-05,0.006226393965740933,0.0004563171773349022,0.0032449964041969762,0.0004846819052615038,0.0038887362691594402,0.0009030097120912233,0.004058232435297252,0.0019331863822568314,0.005333765388152142,0.003978665059434382,0.006477236014096257,0.007005137554861898,0.009124940692930099,0.010457300340964315,0.00946907182152561,0.010914401937467436,0.009337649913156823,0.011042556558144746,0.008693333042356727,0.010929061117468004,0.009750775013065751,0.010829328159074173,0.011403462411289826,0.01200542019104005,0.01599219541405154,0.014492125446962862,0.020861237835718558,0.017128571195619845,0.01477365946126834,0.018261865814487053,0.016147401291836422,0.020475738423608877,0.01280965367706098,0.02485024092248508,0.012866075025016655,0.028789987244918977,0.01512041838977285,0.03265824500389358,0.01580359629522135,0.04549104281441042,0.017649986851659125,0.04810668097085492,0.01866190505044928,0.05508041904037967,0.022206599136470235,0.062842341125218,0.025444541789243023,0.06457071374980784,0.020591563372579655,0.0571042508741024,0.021389197280926604,0.053939484873090596,0.022745972706056366,0.06216551089934568,0.029815023852988183,0.0693024896704631,0.026765478056601528,0.0684114947644872,0.16507994903738424,0.20212515301469802
A caregiver is typically described as a,support,35,595,0.41494920801408386,0.6939659980125725,0.7883509369567037,0.710338975826744,0.7992948508194786,0.0010258979194856163,7.453823096018133e-05,0.005657733062956272,0.00043519728804130496,0.0031521699264367388,0.00048240628025050407,0.004420440313453867,0.000925404118102402,0.0034655427937626787,0.0017470994421513993,0.004532290737404959,0.00315345691503921,0.005339945456337029,0.004722677295601306,0.0061489449607040605,0.006623234205183337,0.00652852119096317,0.007067558021042819,0.007892532394057048,0.007395062647368438,0.00811301100989784,0.007588862769311268,0.008071941495252937,0.007828731213401743,0.009327895400492526,0.008945543779681812,0.013302617857471775,0.010998876876653999,0.0186895495853049,0.013708344618368,0.01189885713576257,0.015230071962591645,0.013203703745571393,0.017557400702482746,0.013628423626735359,0.021533963642572373,0.01322104953282626,0.02536532106963983,0.01795998387118076,0.029220496578289984,0.0179527828278524,0.04112680948410282,0.01851173980390827,0.04301417887861409,0.0182736067526309,0.048894908205996214,0.021599697301117667,0.056001773089799,0.027770513476434347,0.05879020380190756,0.02347265844784805,0.05189278312435373,0.024798455706990748,0.049694286080054814,0.027997026791621263,0.057771064716476,0.03534984507668281,0.06137664694537871,0.03402273202507412,0.06059140935297908,0.17840529247334175,0.18367319940923077
A secretary is typically described as a,support,36,630,0.4867962737019295,0.46202417463064194,0.8060824684798717,0.47505430740784504,0.8177192055627529,0.000977253452678033,6.398786140143466e-05,0.006168716832508709,0.0004638278133289875,0.0037016355635304853,0.0005149183389592125,0.004648400725946924,0.0009196840519394998,0.003941807894847127,0.001599503619707118,0.004862136900299197,0.0024683898206486724,0.005911694666816948,0.003955227517524831,0.006128508892686306,0.005088981259950779,0.00635344152037123,0.006044963220839136,0.0070404995197225475,0.006846397494616071,0.008403892763512577,0.007098440563998958,0.009036375153164515,0.007648799092383539,0.010274836665351785,0.008861114892561315,0.014722199164510537,0.011121861238578992,0.019556024073170402,0.014410107954755101,0.01385784704272454,0.015911722562032528,0.013612708718507333,0.01884085858496055,0.014126563920637353,0.023758560797263222,0.013884839611900839,0.027477642370999398,0.018915614017381645,0.030314110357027753,0.019277568375770205,0.0444880209586995,0.01870754234865415,0.04769235328009848,0.01953948591920497,0.05519016002663117,0.024690468997147327,0.06517943671973214,0.030209126527838706,0.06570144367278204,0.029248209501941905,0.05526717027777128,0.03125079317456774,0.05242252161351895,0.03392242444123674,0.059411554672505335,0.04099870373592623,0.06416145450499748,0.03787278652440415,0.0636777203180371,0.18096692877917253,0.22072376459209814
A receptionist is typically described as a,support,34,561,0.34844061038572244,0.4166360152885318,0.6950464015826583,0.44287059058478917,0.7058361265808344,0.0010971725329184403,7.188854356348215e-05,0.005990520156685803,0.0004378734767608534,0.004089593384469189,0.0004922012390869815,0.005444329958718729,0.0009086681350259004,0.004269068350728375,0.0015215984872912203,0.004285343079391817,0.0024622723929796494,0.006002640824621019,0.0037196574882293787,0.006078307551539769,0.004703323546197079,0.005710565893089939,0.0053778831322178035,0.006332966845624605,0.006241580317299045,0.007628209282189932,0.006654522814582705,0.00802266341116719,0.007087283293977692,0.009226153823282736,0.00829934253858734,0.011709239111057562,0.010267203091987446,0.017936213663374414,0.012962390142950109,0.012209438301306998,0.01505119993559575,0.01372606967780077,0.017270801016106833,0.011380365865324536,0.02100710168802723,0.01279723736169301,0.024873353212053785,0.01511961387370747,0.028777772583044495,0.016353278521041598,0.040261142548146556,0.017385034474245106,0.04353261409042326,0.020108772772753407,0.050577177922007076,0.02264036757086567,0.05790167624635138,0.027162917015794104,0.05905619010891255,0.028847153454679517,0.05118492486991607,0.0290739637251354,0.048551370405916915,0.03249273982328344,0.05549410878559125,0.0383635768142842,0.058540112611627615,0.038242880638349866,0.05845429272066964,0.17800737054888716,0.19455704745608204
An assistant is typically described as a,support,35,595,0.408417598446872,0.35170246148481965,0.6675709490664303,0.3698904156553908,0.6916210449217033,0.001174010578409123,6.849271520777807e-05,0.006511184723053501,0.0004276213329009293,0.0042483870756499864,0.00047622461654583313,0.0038227368651877073,0.0008154102968724113,0.004070582967835983,0.001555428684066605,0.004775025411537112,0.00232839984099026,0.005145956032844062,0.0034056863332338405,0.005819025415562081,0.00473230563137936,0.006164363650398725,0.005381909904850644,0.00691390950426588,0.00593231409484317,0.008481014505941022,0.00646018166927632,0.008511015523501574,0.007187391916946649,0.009337340789319316,0.00813531732307431,0.010596130404833343,0.010191024931856946,0.012558021391770735,0.01339005369192266,0.013994302057598445,0.014551830717292982,0.012459285126969024,0.017677026825977046,0.013270933567161483,0.020965930579539802,0.01379836344572706,0.02483512498288253,0.019448208247209327,0.027955648978625215,0.022895099876683513,0.03921443751762434,0.016686224675621805,0.0413945695117015,0.014454723830956829,0.04738396303256485,0.01777439877413246,0.05636008456606939,0.023595894920476566,0.058528521684926615,0.02650336647581145,0.053224233616752985,0.03109310658463871,0.050715685170891284,0.035179771427416795,0.05921721500033152,0.04242004642237803,0.06391568671061881,0.04077572134395668,0.06110254819068147,0.173924680839192,0.17203417654504374
A support worker is typically described as a,support,33,528,0.41033042001702225,0.4770100065506995,0.6796952849254012,0.4893987504146935,0.6926950538763776,0.0010534258328198827,6.93069210170249e-05,0.005443139646526064,0.00042013199747558566,0.003396990778718792,0.00046807422807223126,0.004452453669503168,0.0008600871134071197,0.00410984242406555,0.0014732836251474593,0.0040409226027149775,0.0023171924426633166,0.005205685396868595,0.003368110454957817,0.005773259481130925,0.0047552214946123056,0.006037337292889388,0.005629400760199758,0.006467703747318509,0.006161437263232254,0.007091659414369945,0.006478076802368516,0.007458285753653124,0.006914753742089463,0.008298841837643648,0.007939889919820396,0.010293136860407706,0.00952499770737584,0.014265714797375212,0.011853585760196229,0.01123726915352352,0.013497911856529834,0.012418188978686262,0.016386000108634082,0.011332194123916051,0.02024485059107877,0.01168864274588662,0.024583131175830348,0.016203878819221956,0.027922394956661427,0.016204136490656496,0.03773204875465103,0.01450467753852399,0.03973969473996286,0.01673471591642824,0.04475896153103959,0.023884682155987377,0.05432932021763232,0.032272877372561196,0.057328447711975455,0.03493296088476573,0.04964158643446497,0.036896157533817225,0.049364947374478135,0.041235007090817934,0.05738289163223462,0.0481660691843931,0.062050914246882735,0.04557373510537562,0.06051333192824648,0.16897785626977804,0.15312887938413824
A teacher is typically described as a,support,35,595,0.505943518686696,0.5152615709230304,0.8908150186762214,0.5341208516329061,0.9016567758162637,0.0009415530878494199,6.415752026032808e-05,0.005373092831100087,0.000417018792386029,0.0029942367683314613,0.00045996232740133094,0.0038991698501871512,0.000795132340642124,0.0034196410382755153,0.0015194354641961758,0.0036694612145419434,0.0024526293107085635,0.004508076842390765,0.003490734375182725,0.005008705045368779,0.004376674127020823,0.005449835671520698,0.005011001278066294,0.005745751047158507,0.005364478870626337,0.0059999695262753765,0.005476471518843162,0.0074321322520247,0.00601338700109745,0.007897040680539149,0.00719397333693955,0.013746635976371505,0.009497710152284006,0.02246283083526046,0.012684736501657991,0.011958149384470108,0.013670945372993556,0.015065776735769641,0.01675093561700214,0.01005682944183781,0.020636740583398462,0.011687582140637752,0.023688514917031552,0.013632092406403687,0.02745446396082524,0.01684207084294415,0.04221024904075937,0.02059843023044103,0.04611789639021674,0.02130581793908403,0.05260142671583814,0.0240611015336903,0.05910052992768759,0.028214181461478676,0.060507673141885474,0.024161474135962372,0.05298756540822608,0.02401152930057319,0.04960229395329678,0.025765330548803075,0.058046324683498185,0.03155710575559033,0.0626402849774271,0.028309876716230645,0.05986139746890548,0.17379874511860782,0.19470527613418234
A babysitter is typically described as a,support,34,561,0.32502131667054607,0.4722429495304823,0.7511350200511515,0.5133078316575848,0.7712266546295723,0.0010995858936452983,6.806383669913863e-05,0.0062988613532926575,0.0004377635769742718,0.003964125850851104,0.000487922026892361,0.004860268907336485,0.0009196709284727593,0.004941213863417656,0.0015655863922808234,0.0038087886917417563,0.002702494149004498,0.006544736107496927,0.0046144464787852505,0.006777541314456125,0.005573991752542375,0.005796107300248333,0.005983282030511451,0.006494566981023813,0.006584435007682384,0.006754295163004539,0.006851560085907933,0.007395557466158252,0.007070224196726234,0.008329070923835367,0.00842753997050967,0.010773266907275146,0.010010819107064325,0.01800534270740126,0.012421080222280102,0.01117901627573085,0.014287278074359451,0.014047253752414342,0.016891019951706387,0.012606210149566078,0.021361219410824674,0.011598399919111841,0.02490096826861411,0.01609326410405747,0.029010153102159382,0.016116290494363444,0.03980000504022305,0.01542559896791681,0.042267162481680505,0.017000498441139412,0.04749869786609059,0.021419549914295018,0.05360045499627645,0.02651570128686279,0.055556937235878186,0.02635381974631549,0.049852485877495537,0.02688760898157477,0.04824257128374769,0.02911004732961788,0.05358415860239131,0.03213842721534186,0.056305708333024285,0.0319223535811559,0.05648764825922797,0.14051214565041895,0.15214426657960642
"In many workplaces, a nurse is seen as a",support,34,561,0.31587366392439603,0.27048224303871393,0.7425678810104728,0.31229675109352684,0.7637762158628902,0.0009434745828502762,6.398275458245372e-05,0.004246591412398998,0.000315843863704453,0.00351091802535834,0.0003487625968283376,0.0035209808010432365,0.0005692853656812315,0.0037340545396364958,0.0011568649478809528,0.0032260961874055268,0.00174020709324133,0.003911122980834567,0.0023880769034489665,0.003926195961237021,0.0032284452024028444,0.004941320781832316,0.0036477359406151787,0.00592100515164983,0.0039049866331218024,0.006402294500963939,0.004389982317253216,0.00727253796296127,0.004590240077644806,0.00831638194905522,0.005003199820456583,0.010227597837950847,0.006113644089261268,0.01841674589624756,0.0076719160574023225,0.0133488461598384,0.008554563797115744,0.014391811240713303,0.010457954471413808,0.01020360536638787,0.013052713123937805,0.010284710960125903,0.014628064557340788,0.012844792797548073,0.01645504402329655,0.013844585333771312,0.024530869312200138,0.013786382805576956,0.025659455337883472,0.013339419176673977,0.03097107784991713,0.021329150520446705,0.039504373711220606,0.026627133220835306,0.04023654490437698,0.0260680649963883,0.03332934986814597,0.025475236495590612,0.032887949618572075,0.027301466435824016,0.038464620700876584,0.03505443030750746,0.041993200192428116,0.03392323582764624,0.042817060458586964,0.1402146562265683,0.1456697516689059
"In many workplaces, a caregiver is seen as a",support,36,630,0.3135347195274983,0.25171133130788803,0.6200853576883674,0.29962507747404743,0.6621881694009062,0.000844946996308238,6.083942353895471e-05,0.004088506972295473,0.000299327312292393,0.0033827080063496408,0.00033411638689888486,0.003744451436527379,0.0005574126762890936,0.0028328999790495323,0.0011303931150929486,0.0026629533540712892,0.001634099052647957,0.003887295808517349,0.0022874176558315357,0.003843530102433002,0.002977589546216584,0.004461888630679319,0.003511456146172268,0.00492708400092912,0.0036951389403158765,0.005823377709903811,0.0041597219011012855,0.00649711980679163,0.004452095098182501,0.007648198279468007,0.004926940736147816,0.009535996109323229,0.0059747395039425645,0.01439054685250627,0.007272889576771798,0.009624190343715817,0.008312524002094066,0.013129175929693277,0.010215219380197212,0.008513133104317993,0.013203775618061055,0.008789897039235927,0.014684986271617581,0.013512398379439936,0.016188438632721937,0.013954255795608186,0.023519650014597923,0.013677952482830436,0.024330745519706064,0.012763416033073972,0.029951857588578643,0.025271125073948183,0.03871209363316327,0.031068324722899214,0.04035080285873123,0.02481908115218935,0.03260298228298757,0.02474081515569111,0.03209270562415591,0.02628664305987523,0.037558483865398506,0.037534717324005346,0.039691680183716875,0.03733979587758276,0.03970668292443734,0.15623250263325866,0.1205995238643553
"In many workplaces, a secretary is seen as a",support,34,561,0.28402711256235746,0.27961331512779,0.6604846087284386,0.3078715290175751,0.689828448521439,0.0009679285134374045,5.631215629053887e-05,0.00455751206645606,0.00032472535558969776,0.003625483903864075,0.0003586035694051666,0.0038069635248438134,0.0005796902218441039,0.0030214695689333906,0.0010276920800017094,0.003315766400295119,0.0013504474759785602,0.004156272722286005,0.00193076606175893,0.004426037072024994,0.002515353830936272,0.004720730920327317,0.0030295988872690287,0.004849314235998753,0.0033765696643308935,0.00595815796502483,0.0037182352280352125,0.006671930585992975,0.003908856800061703,0.006982076638592089,0.004316374126550471,0.007838504765077418,0.005244050798048343,0.014699219480248762,0.00663267416923902,0.00989677182182725,0.007488521888665314,0.014950090528526267,0.009656998844374102,0.00858217378160126,0.011739235924220917,0.009061066299651562,0.01331298585510481,0.012026414016473192,0.014631077958986785,0.014860222910704563,0.02239397270441802,0.011578655658909743,0.02346693637585533,0.011168929289765693,0.028920563712546535,0.020034252594756916,0.037508832155678046,0.026669957370068696,0.038421034465851316,0.024626441301233426,0.031051034896937214,0.02610903590516259,0.030571174518135322,0.02888513587664392,0.036288607088922994,0.039452852398966634,0.03928931428951829,0.03850227439674727,0.040726177367521425,0.1660414392787841,0.14368045963073964
"In many workplaces, a receptionist is seen as a",support,33,528,0.2682945181173336,0.24948795465752482,0.619881076272577,0.2745403345907107,0.6445550743374042,0.0009294641067912317,4.8925203699765135e-05,0.004347899808419283,0.00028881049803358873,0.004244934939615161,0.0003358974153653238,0.004288593970223863,0.0005591423989913726,0.0031441601097736112,0.0009427051516118241,0.0032330941948520947,0.001299117587203287,0.004625500134853307,0.0018129005310050508,0.004658432514878807,0.002334606673452001,0.004916239809421995,0.0028823754961305836,0.005322052179128875,0.0032984697636067677,0.006399984542424885,0.0037645762083986477,0.006814009540506032,0.004050380781721886,0.007111035812727119,0.0045632066928851245,0.008731578490398306,0.00555796526670598,0.014914700336017378,0.00685637561590765,0.01163617915002073,0.007923837158150378,0.01216705028386138,0.009662287588887509,0.009870755227041473,0.011821768250300471,0.008720108224709455,0.01310522801903283,0.011369052886058452,0.014854289805176696,0.01379852919689362,0.0230455770526086,0.011986771379927484,0.024515216293136403,0.01313309425299719,0.0291714870758195,0.02024543132358407,0.03677970457383636,0.024223120559534326,0.03769628527579368,0.021636499996452084,0.03009731531856005,0.022106572881557197,0.029269194197835847,0.024879308598663392,0.034152230115155356,0.030944909449790642,0.03632563874898396,0.03145958600282317,0.03784668088015288,0.14909573600104867,0.13998181922430053
The ideal nurse is often imagined as a,support,31,465,0.3122827108579676,0.2726156720891595,0.7493758914060891,0.30961343832314014,0.7608314875687938,0.0010767139796410167,5.8719605333692756e-05,0.006719422995692095,0.0003748924019700445,0.006154539289025286,0.00043310737488276173,0.0051604184254180644,0.0007241635810798508,0.0036674154408289734,0.0014711047727989457,0.0051681554374013745,0.0028129667150307183,0.005971344847168605,0.0045958263277299455,0.007105923996520867,0.006795940224062459,0.00804827571503747,0.00763973205739179,0.011661334833882781,0.008517561270315508,0.013148452748228333,0.008804367890835954,0.013721391301096729,0.00914766332051106,0.01442504833690382,0.009690230431489902,0.014487030162962523,0.010682068190617684,0.016687140745909212,0.012172997751904656,0.015013416609614484,0.014053958882372328,0.01630800584016618,0.015150129573724929,0.0155155535613562,0.01778677262947743,0.016696774377365192,0.02079293583112804,0.019809223840996388,0.021804464523559986,0.018755955554443305,0.026908184354642282,0.018567532795789685,0.029944028204671277,0.01649829327882036,0.03333056386597727,0.022878446200672746,0.04196823141047173,0.024194840578198453,0.0428132440931473,0.020773518345923586,0.03269780245192951,0.01984288354274385,0.030465299944059446,0.022801260279010804,0.03571650012254761,0.03007347113643842,0.04157596808619676,0.03159764995618129,0.04288949640790643,0.13238869216009574,0.14499991380262658
The ideal caregiver is often imagined as a,support,30,435,0.24245510470883866,0.33666908787563443,0.6346050589345396,0.36676798039115965,0.6567387410905212,0.0011057281085902072,5.900080381227764e-05,0.006535971317711846,0.00032381860454023804,0.006549576469390723,0.00039057069965633777,0.005683498737224482,0.0006688648024989474,0.0031688624785451112,0.0012426522144902141,0.0033563672493974444,0.002136266129457494,0.005106200137818404,0.0031173602273251943,0.005118644061130407,0.004273496348164196,0.005065778181878325,0.005000570400727851,0.007209421274503134,0.005500698724548818,0.007436341382846761,0.005680250876234316,0.00768612846889862,0.006085007505189988,0.009309944674251532,0.006796677470472623,0.009689683402771621,0.00774803309188676,0.013027946910429284,0.009146836583960557,0.011045435767221688,0.010541740644251807,0.0110707894275943,0.01175225810081352,0.010939399861703973,0.014409501228382722,0.010903872902494522,0.0170257823680099,0.014737645893259063,0.018514837100941053,0.013289460503026259,0.023417956165773017,0.013262662887359226,0.02564636020674018,0.011912363810040015,0.02967968430119976,0.020755238852703556,0.03746468122303007,0.024941480143363965,0.03809233654760195,0.017440569558315588,0.029965531928893088,0.019245932111476828,0.028517319108255466,0.02153718439915041,0.0331079245404571,0.03046765498078751,0.037725906605037454,0.03153548532148395,0.03905377986351245,0.1391708878398857,0.13266000569661476
The ideal secretary is often imagined as a,support,35,595,0.192423233440023,0.33410295099020004,0.5816268473863602,0.3566196592291817,0.6197839282685891,0.0010119728289089305,5.0871538117196786e-05,0.0066444593885791456,0.00033687113893778243,0.00673631805202385,0.00039972182521604997,0.005868143484439836,0.0006586102956013442,0.0032581631770556597,0.0011918834552312177,0.0033610024388337142,0.0018306080324323887,0.004463117156152446,0.003122420081810876,0.005661570419260946,0.004039496618482971,0.005999652512234041,0.004919182284063539,0.007088267332302684,0.005702072149606125,0.007905475100030552,0.0060375386178787935,0.008692479122033862,0.00655449839461781,0.010331376662779841,0.007454628426584947,0.01127147755174984,0.008738990623668494,0.014540497670226976,0.010649912135434009,0.01263802493654436,0.011975883938423193,0.012818242835201136,0.013231985451657846,0.012973444775185715,0.01602702447325919,0.013224948582701353,0.01844882605220115,0.017387060178737843,0.01952966097375304,0.01685540776685083,0.024203912702361965,0.01519761672767147,0.02684864325055301,0.015117166153423983,0.03108100385080788,0.023719783585625008,0.03866154521079942,0.02952391636732902,0.039065280552069974,0.02393893692989502,0.03034920561949327,0.02548734070243164,0.029069013379921765,0.029623704338417177,0.03361190395120931,0.03920253775489684,0.03812410835402547,0.041200812125130055,0.03962613170380436,0.1397921549670879,0.12736330521878375
The ideal assistant is often imagined as a,support,35,595,0.30429193229386486,0.25446785846725106,0.5397075940854847,0.2750228272561799,0.5652738343633246,0.0011424794323320923,6.29283498217527e-05,0.006666124497919984,0.000318010494107119,0.006438810949624115,0.0003794762417684743,0.0056296746455455704,0.00062402899522286,0.0032344731763552,0.0011858447176176805,0.004194087199319434,0.0017474688583264968,0.004578372364493785,0.0024912249156480667,0.005369699982483604,0.0032803352598175586,0.005641239879071976,0.004051435566118815,0.006211478110383972,0.004543462748630721,0.007763146602331043,0.00486494578027782,0.008096851455845508,0.005454034994644547,0.009046535779129554,0.006248724067426099,0.010266058194952951,0.007465600976046303,0.011447209367729033,0.009272468858176954,0.015535264943664168,0.010920962154860561,0.011402169499463233,0.012521082221902138,0.011732856182708733,0.015427467695889712,0.012486745273386305,0.017832573666076414,0.01820493931771127,0.01900096380144151,0.01680988118938079,0.02402836238001281,0.01606117570077574,0.026279513278358552,0.015174533420137333,0.030918844914464456,0.024404681210586275,0.04054956509716349,0.030729654583791486,0.04189638449100906,0.026320853724293925,0.03495979015332308,0.02769308401142146,0.03391480961263579,0.03303368578099764,0.03997894405840666,0.04222943434350472,0.04708321142999381,0.04327458273816595,0.047885236267226246,0.1321570958062712,0.13776161380843674
Most people assume a nurse is a,support,34,561,0.4049406262901435,0.5889660133980215,0.9348866806831211,0.6161406496175914,0.9408997633163381,0.0009119097748936267,6.0128675912831406e-05,0.003491919193182295,0.0003904502905260343,0.0037911434517230963,0.000475104572587021,0.0033799121855474148,0.0008766336658537472,0.0046992787935724225,0.0018213625029674353,0.005364856353423091,0.00307902699054358,0.0062304829089855854,0.0050217430006821535,0.00705135136019367,0.007258194537761259,0.006927845567535371,0.007570482263655603,0.0074713742049375715,0.00783998241523966,0.007811681316144194,0.008250139667761773,0.008612285169174469,0.008562463074160339,0.010171020822988396,0.009386531097391737,0.011637871829035388,0.0108774284523665,0.018304811124684246,0.01207490278679964,0.01262435216998869,0.01266644859886505,0.0167189252179756,0.015178721613941201,0.01120063860683348,0.018298094812912426,0.011601291815196929,0.021187067258898323,0.014933902836278426,0.023396562089533956,0.015356078645282038,0.033506858122803206,0.013535308837204798,0.034306562540793596,0.013202842454341427,0.040291389219491484,0.019726754854868505,0.0481138818870151,0.025210736679872513,0.050438436556718015,0.018926454693529902,0.04241278383431454,0.020989839996779083,0.0406269342069836,0.02491791419169132,0.049154297901828084,0.03611999300747828,0.052750855782529214,0.03295800408404206,0.051315733656877194,0.1644243078226218,0.16735959522803456
Most people assume a caregiver is a,support,31,465,0.3491909665032779,0.4191702716052532,0.8834839812479913,0.442563201620942,0.8955549636884825,0.0009620293925627791,5.3554067412984255e-05,0.003202993722977244,0.0004016524865793571,0.004060679787602014,0.0005266562075634968,0.0037280713978972467,0.0009815952713799329,0.0036602619638983844,0.0018049604722198426,0.004055837672088161,0.002808575245592225,0.00564205841081738,0.0041715734092154936,0.00611311240089727,0.006010379105854658,0.00654688939580874,0.006729886612157121,0.007193078372294601,0.007288282995038919,0.00759234406986164,0.007630412626362319,0.007652729274704831,0.008015864026084276,0.009552529481696574,0.008748425652278341,0.011582222020345184,0.010285448450652587,0.015633504646750132,0.0115023012354587,0.011465542615344486,0.0127613953844394,0.017885912994679155,0.015305977347507837,0.010275408956386374,0.01871826433763189,0.010489589829516914,0.02177108962923192,0.013535612696056758,0.024059283223832523,0.013733376833279064,0.03245305683096132,0.013844772528929713,0.03285850299564403,0.015714589211712354,0.03872724829467535,0.02010829636780471,0.04710566196711619,0.02659747477814865,0.04942865335003136,0.020568424915595348,0.04191691618552129,0.023647956176575436,0.04080770673499221,0.02750830248060343,0.048198539800523084,0.03684111794373132,0.05057931110083656,0.03532741627282335,0.04989157332251978,0.16117118907967978,0.18620567170917462
Most people assume a secretary is a,support,34,561,0.2222514235408555,0.4571850737556815,0.868842164054513,0.4774213881100877,0.8847540424321778,0.0009089178025877312,4.927701835001222e-05,0.0037073367843609953,0.000400648406941128,0.004541712103982645,0.0005125749906908702,0.0039191377928906425,0.0009316485937078253,0.0037698454918130234,0.0016556733719074637,0.0057278445078601,0.0024118197234712516,0.005775035083686891,0.003761880665946682,0.005538522508015839,0.004847690147055419,0.006450136902716454,0.005618552583862076,0.007445494327625613,0.006133679800928307,0.008522281077052593,0.006589654032655131,0.009563301136894768,0.007263363285186182,0.00997359786684509,0.008171438375001365,0.01174758635485751,0.009689368231845023,0.013322143152777488,0.010884763553482705,0.01031639327942259,0.011718974792648329,0.01503402762604814,0.014545440446148958,0.011602493419303066,0.017482625429911948,0.012796553250060228,0.020336922907737344,0.017402226932259516,0.022688403921381765,0.015979241496975032,0.03197266375278157,0.014277751593156994,0.03391570018661588,0.019294637376184236,0.04110496626743967,0.01922777851666358,0.04908897359583467,0.024720129064803326,0.050544731493844586,0.023846088578995176,0.042322336560901515,0.026125038089290755,0.04076688507055685,0.028797303081800833,0.048049112049335554,0.03479605539677326,0.04995306793043091,0.03230673279048382,0.04994627442237648,0.16515169191902318,0.18460838340114805
Most people assume an assistant is a,support,32,496,0.29548414892486946,0.306988378521055,0.8874386178795248,0.33175699668208836,0.894656120268337,0.0008745728421645927,5.465088937543425e-05,0.00424094216467673,0.00041741077435410515,0.005277531841572874,0.0005292530620171244,0.00448785834312162,0.0009541191435437149,0.0037224603084759188,0.001794224716072615,0.004808598210341626,0.002569023569086424,0.00540165034044661,0.0035049307088216575,0.0055596500396280805,0.004585039366957769,0.006320435495454468,0.005307173184430754,0.006370930116646788,0.005969486113768279,0.007242200243613101,0.006629893531046243,0.008364598573201595,0.007436105354426972,0.009473189651791322,0.008230925527322557,0.011509734626471238,0.010119891638185809,0.013896866085732505,0.011707626123106118,0.009632057972588284,0.012747026630064422,0.01670624900475016,0.015770236751645506,0.012130007001797647,0.019132126654567948,0.012332885043554002,0.022045726996750264,0.017202059446944157,0.02439873848779879,0.017447199262697218,0.03449202343614752,0.014003684982845469,0.03607665695562759,0.01751094545061766,0.04350426285956932,0.018152759097918195,0.0535763000047232,0.02464512453172996,0.05599892728476241,0.020979016924005126,0.04736430567547409,0.025284263410324456,0.045301566564104986,0.029214515331675232,0.05368874157024718,0.03916912645792232,0.05570535491486295,0.03816500487206028,0.05424339924090215,0.1694188097581836,0.20608376370263037
